Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
11-December-2019,14103.05,14155.00,14020.00,14068.15,14028.193397111236165822,10662,201,149568598.00,183,1.72,135.00,-34.90
10-December-2019,14211.00,14240.70,14040.00,14096.30,14083.872557172557172557,4810,401,67743427.00,387,8.05,200.70,-114.70
9-December-2019,14159.50,14267.15,14008.05,14237.35,14120.223004694835680751,852,429,12030430.00,381,44.72,259.10,77.85
6-December-2019,14295.95,14307.20,14150.00,14159.50,14224.320284697508896797,562,253,7994068.00,234,41.64,157.20,-136.45
5-December-2019,14400.75,14410.95,14229.50,14282.35,14276.372163388804841149,661,349,9436682.00,253,38.28,181.45,-118.40
4-December-2019,14324.80,14361.90,14201.25,14300.20,14297.447334200260078023,769,336,10994737.00,172,22.37,160.65,-24.60
3-December-2019,14563.10,14563.10,14300.15,14337.50,14405.414481897627965043,1602,532,23077474.00,975,60.86,262.95,-225.60
2-December-2019,14460.00,14625.40,14299.00,14552.90,14497.977257525083612040,1495,634,21674476.00,381,25.48,326.40,92.90
29-November-2019,14660.00,14680.00,14415.00,14455.95,14612.085700148441365660,10105,449,147655126.00,463,4.58,265.00,-204.05
28-November-2019,14600.00,14700.00,14573.95,14663.10,14625.998508204873197414,10055,530,147064415.00,289,2.87,126.05,63.10
27-November-2019,14550.00,14669.00,14513.90,14585.65,14596.260672703751617076,1546,540,22565819.00,541,34.99,155.10,35.65
26-November-2019,14487.00,14599.00,14240.95,14531.55,14393.376410835214446952,1772,605,25505063.00,898,50.68,358.05,44.55
25-November-2019,14269.00,14515.00,14180.00,14489.15,14388.019794721407624633,1364,538,19625259.00,621,45.53,335.00,220.15
22-November-2019,14252.05,14291.40,14108.00,14170.65,14187.353673723536737235,803,367,11392445.00,302,37.61,183.40,-81.40
21-November-2019,14230.00,14271.20,14129.05,14167.60,14181.293929712460063897,1252,403,17754980.00,545,43.53,142.15,-62.40
20-November-2019,14111.00,14287.90,13990.00,14226.75,14130.920125293657008613,5108,656,72180740.00,3582,70.13,297.90,115.75
19-November-2019,14155.00,14198.70,14021.60,14107.25,14104.743409490333919156,1138,400,16051198.00,436,38.31,177.10,-47.75
18-November-2019,14320.80,14320.80,14054.05,14081.90,14112.548103932584269662,5696,984,80385074.00,4593,80.64,266.75,-238.90
15-November-2019,14201.05,14434.70,14166.15,14297.20,14306.786673296867230233,4022,968,57541896.00,2515,62.53,268.55,96.15
14-November-2019,14261.85,14280.55,14101.30,14237.40,14191.288749016522423288,1271,530,18037128.00,445,35.01,179.25,-24.45
13-November-2019,14128.00,14328.70,14063.80,14234.75,14225.022767698327997154,2811,743,39986539.00,1908,67.88,264.90,106.75
11-November-2019,14500.00,14579.20,14050.00,14107.50,14237.283876050420168067,3808,1369,54215577.00,1144,30.04,529.20,-392.50
8-November-2019,14714.00,14839.00,14399.05,14474.65,14604.740080087368037859,2747,918,40119221.00,951,34.62,439.95,-239.35
7-November-2019,14688.20,14784.00,14558.00,14719.60,14658.857485348961108151,3754,1467,55029351.00,2785,74.19,226.00,31.40
6-November-2019,14680.00,14810.80,14595.00,14651.70,14708.919701623519087318,2279,522,33521628.00,663,29.09,215.80,-28.30
5-November-2019,14835.50,14859.35,14606.00,14650.35,14711.995988538681948424,1745,681,25672433.00,793,45.44,253.35,-185.15
4-November-2019,15022.00,15078.00,14800.00,14817.05,14910.786335403726708074,805,390,12003183.00,382,47.45,278.00,-204.95
1-November-2019,14965.00,15068.85,14891.95,14964.30,14973.750614250614250614,814,369,12188633.00,214,26.29,176.90,-0.70
31-October-2019,15035.00,15150.00,14798.10,14961.40,15014.791647544745296007,2179,833,32717231.00,668,30.66,351.90,-73.60
30-October-2019,14765.00,14999.00,14765.00,14958.60,14919.775911708253358925,2084,657,31092813.00,972,46.64,234.00,193.60
29-October-2019,14911.00,14911.00,14509.20,14675.20,14785.125418284031588810,7471,583,110459672.00,6723,89.99,401.80,-235.80
27-October-2019,14874.95,14930.00,14778.95,14808.30,14831.905289052890528905,813,254,12058339.00,290,35.67,151.05,-66.65
25-October-2019,14746.00,14897.95,14472.00,14794.85,14712.009014084507042253,5325,1480,78341448.00,3501,65.75,425.95,48.85
24-October-2019,15022.00,15022.00,14626.00,14677.20,14770.732356857523302263,2253,762,33278460.00,1116,49.53,396.00,-344.80
23-October-2019,15099.00,15120.00,14932.15,14982.35,15016.670799486960239418,2339,700,35123993.00,988,42.24,187.85,-116.65
22-October-2019,14921.00,15113.00,14840.00,15039.10,14987.225828729281767955,7240,1639,108507515.00,4336,59.89,273.00,118.10
18-October-2019,14510.00,14921.60,14392.35,14838.30,14645.984752223634053367,3148,1062,46105560.00,1070,33.99,529.25,328.30
17-October-2019,14415.00,14606.60,14160.80,14512.75,14419.970263788968824940,8340,2224,120262552.00,6215,74.52,445.80,97.75
16-October-2019,14088.00,14410.00,14088.00,14348.60,14264.034195528277071459,2281,674,32536262.00,1167,51.16,322.00,260.60
15-October-2019,14175.00,14198.00,13711.60,14080.65,14013.026493376655836040,4001,837,56066119.00,1938,48.44,486.40,-94.35
14-October-2019,14100.00,14214.75,14040.00,14174.10,14155.520353982300884955,2260,741,31991476.00,1180,52.21,174.75,74.10
11-October-2019,13840.00,14060.00,13840.00,14038.60,13985.922393949358763564,3041,948,42531190.00,1268,41.70,220.00,198.60
10-October-2019,13813.15,13866.00,13700.00,13839.85,13802.108751608751608751,1554,472,21448477.00,734,47.23,166.00,26.70
9-October-2019,13650.00,13908.40,13600.00,13875.50,13773.818631863186318631,2222,680,30605425.00,795,35.78,308.40,225.50
7-October-2019,13522.00,13690.95,13464.00,13599.95,13601.872745002437835202,2051,644,27897441.00,674,32.86,226.95,77.95
4-October-2019,13710.00,13778.60,13338.15,13455.45,13512.459193245778611632,2132,910,28808563.00,918,43.06,440.45,-254.55
3-October-2019,13699.00,13739.65,13579.00,13710.90,13667.527220630372492836,1047,356,14309901.00,342,32.66,160.65,11.90
1-October-2019,13938.95,13938.95,13629.70,13677.55,13751.820017559262510974,2278,848,31326646.00,1243,54.57,309.25,-261.40
30-September-2019,13741.85,13990.00,13683.00,13912.50,13810.474137931034482758,1624,599,22428210.00,428,26.35,307.00,170.65
27-September-2019,13800.15,13897.70,13600.00,13741.85,13732.052396166134185303,4695,1456,64471986.00,1279,27.24,297.70,-58.30
26-September-2019,13563.00,14128.25,13550.00,13945.10,13857.238211713548036417,7359,1895,101975416.00,2651,36.02,578.25,382.10
25-September-2019,13430.00,13503.95,13315.05,13463.45,13387.505382436260623229,1765,630,23628947.00,726,41.13,188.90,33.45
24-September-2019,13710.00,13710.00,13325.00,13430.75,13468.907600596125186289,2684,1094,36150548.00,1005,37.44,385.00,-279.25
23-September-2019,13532.00,14300.00,13400.00,13669.85,13856.118338375610891319,8594,2676,119079481.00,3422,39.82,900.00,137.85
20-September-2019,12693.90,13620.00,12541.45,13502.35,13269.391576500044710721,11183,3637,148391606.00,4071,36.40,1078.55,808.45
19-September-2019,12822.00,12888.00,12634.75,12699.45,12709.914414414414414414,1776,579,22572808.00,685,38.57,253.25,-122.55
18-September-2019,12785.50,12895.45,12650.00,12870.35,12775.605012964563526361,1157,438,14781375.00,316,27.31,245.45,84.85
17-September-2019,12800.00,12847.50,12709.15,12763.05,12775.072895277207392197,1948,619,24885842.00,1171,60.11,138.35,-36.95
16-September-2019,12690.00,12864.90,12616.50,12843.45,12769.335578689528475199,1633,564,20852325.00,677,41.46,248.40,153.45
13-September-2019,12658.00,12716.90,12510.00,12696.35,12634.377089885780499917,6041,928,76324272.00,1483,24.55,206.90,38.35
12-September-2019,12756.80,12829.00,12525.00,12567.45,12622.677037037037037037,2025,799,25560921.00,802,39.60,304.00,-189.35
11-September-2019,12830.00,12830.00,12663.75,12757.20,12739.033740129217516152,1393,685,17745474.00,600,43.07,166.25,-72.80
9-September-2019,12600.00,12876.50,12600.00,12842.30,12787.132490379329301814,1819,693,23259794.00,570,31.34,276.50,242.30
6-September-2019,12355.00,12714.85,12355.00,12572.20,12583.421674192427926363,2879,751,36227671.00,338,11.74,359.85,217.20
5-September-2019,12580.75,12668.70,12515.00,12604.05,12604.251715039577836411,1895,604,23885057.00,509,26.86,153.70,23.30
4-September-2019,12711.00,12785.10,12350.00,12465.15,12525.800177226406734603,4514,1231,56541462.00,1241,27.49,435.10,-245.85
3-September-2019,12850.00,12895.00,12607.00,12684.30,12765.523746116289391921,2253,840,28760725.00,1029,45.67,288.00,-165.70
30-August-2019,12764.00,12946.15,12568.50,12849.95,12714.769805281408375566,3749,1360,47667672.00,847,22.59,377.65,85.95
29-August-2019,12620.00,12887.00,12620.00,12713.90,12742.358232718588297731,7537,1713,96039154.00,2599,34.48,267.00,93.90
28-August-2019,12440.00,12850.55,12425.00,12514.70,12604.031711822660098522,3248,1057,40937895.00,739,22.75,425.55,74.70
27-August-2019,12395.00,12542.55,12350.00,12473.45,12441.767871485943775100,1245,460,15490001.00,522,41.93,192.55,78.45
26-August-2019,12566.00,12592.00,12234.95,12390.90,12340.573139435414884516,2338,932,28852260.00,708,30.28,357.05,-175.10
23-August-2019,12453.00,12521.40,12278.55,12451.25,12415.155115511551155115,1818,703,22570752.00,370,20.35,242.85,-1.75
22-August-2019,12649.90,12795.70,12410.85,12458.55,12554.277351738241308793,3912,1441,49112333.00,972,24.85,384.85,-191.35
21-August-2019,11970.35,12635.00,11970.35,12587.45,12462.623030875866414618,12696,3682,158225462.00,5330,41.98,664.65,617.10
20-August-2019,12072.00,12142.65,11927.55,11963.35,12023.754940711462450592,1518,573,18252060.00,478,31.49,215.10,-108.65
19-August-2019,12007.00,12250.00,12007.00,12058.70,12158.888601036269430051,1158,418,14079993.00,475,41.02,243.00,51.70
16-August-2019,12099.00,12099.00,11933.70,12011.10,12008.675409836065573770,915,389,10987938.00,389,42.51,165.30,-87.90
14-August-2019,11938.00,12154.00,11871.90,12030.80,12056.903277807630306286,1861,688,22437897.00,420,22.57,282.10,92.80
13-August-2019,12000.00,12189.90,11806.50,11871.90,12046.627802690582959641,2899,916,34923174.00,853,29.42,383.40,-128.10
9-August-2019,11879.00,12266.25,11700.00,11981.50,11973.824283559577677224,5304,1572,63509164.00,2081,39.23,566.25,102.50
8-August-2019,11822.00,11933.70,11785.00,11844.15,11858.070494864612511671,6426,778,76199961.00,2115,32.91,148.70,22.15
7-August-2019,11869.00,11908.95,11750.00,11771.95,11829.226613965744400527,1518,595,17956766.00,534,35.18,158.95,-97.05
6-August-2019,11740.00,11994.80,11717.00,11832.10,11865.739533160429788810,2699,834,32025631.00,1143,42.35,277.80,92.10
5-August-2019,11580.00,11912.00,11545.00,11727.30,11729.871939736346516007,3186,1049,37371372.00,1114,34.97,367.00,147.30
2-August-2019,11520.00,11525.00,11299.95,11427.85,11428.279190418241209248,15613,839,178429723.00,663,4.25,225.05,-92.15
1-August-2019,11680.00,11680.00,11448.50,11544.10,11519.577142857142857142,1050,393,12095556.00,422,40.19,231.50,-135.90
31-July-2019,11531.25,11729.75,11407.00,11671.70,11567.859228362877997914,959,363,11093577.00,348,36.29,322.75,140.45
30-July-2019,11660.00,11694.85,11500.00,11531.20,11591.894862604540023894,837,415,9702416.00,326,38.95,194.85,-128.80
29-July-2019,11619.00,11682.00,11477.40,11621.65,11601.996127494787012213,3357,338,38947901.00,191,5.69,204.60,2.65
26-July-2019,11538.55,11664.00,11470.20,11619.95,11581.444759206798866855,1059,309,12264750.00,274,25.87,193.80,81.40
25-July-2019,11522.05,11655.60,11450.00,11492.25,11510.811678832116788321,1370,420,15769812.00,598,43.65,205.60,-29.80
24-July-2019,11508.40,11602.80,11302.65,11480.45,11417.858141858141858141,1001,379,11429276.00,283,28.27,300.15,-27.95
23-July-2019,11317.00,11680.00,11317.00,11467.55,11539.819042316258351893,1796,630,20725515.00,653,36.36,363.00,150.55
22-July-2019,11500.00,11571.00,11270.70,11317.70,11375.993602047344849648,1563,514,17780678.00,549,35.12,300.30,-182.30
19-July-2019,11646.00,11719.00,11512.00,11552.80,11592.301997649823736780,851,356,9865049.00,306,35.96,207.00,-93.20
18-July-2019,11705.70,11740.00,11547.45,11582.75,11600.463642013673088875,1609,511,18665146.00,798,49.60,192.55,-122.95
17-July-2019,11666.00,11742.40,11618.00,11699.30,11689.312364425162689804,461,216,5388773.00,134,29.07,124.40,33.30
16-July-2019,11525.00,11720.00,11489.30,11697.35,11629.424503882657463330,1159,390,13478503.00,562,48.49,230.70,172.35
15-July-2019,11681.00,11692.95,11466.20,11483.80,11521.939516129032258064,992,424,11429764.00,479,48.29,226.75,-197.20
12-July-2019,11567.00,11715.20,11511.10,11679.05,11662.527300303336703741,1978,647,23068479.00,1147,57.99,204.10,112.05
11-July-2019,11575.65,11593.90,11475.00,11497.00,11504.925396994564638175,9383,396,107950715.00,8858,94.40,118.90,-78.65
10-July-2019,11651.50,11797.00,11530.05,11554.60,11583.413088356729975227,9688,481,112220106.00,8818,91.02,266.95,-96.90
9-July-2019,11756.50,11804.75,11650.00,11685.60,11720.871159563924677898,1009,439,11826359.00,448,44.40,154.75,-70.90
8-July-2019,11929.00,11929.00,11763.00,11801.25,11818.066981132075471698,1060,399,12527151.00,391,36.89,166.00,-127.75
5-July-2019,11959.00,11998.00,11843.60,11953.60,11939.464615384615384615,975,356,11640978.00,332,34.05,154.40,-5.40
4-July-2019,11843.90,11959.10,11843.90,11879.60,11894.419047619047619047,525,187,6244570.00,180,34.29,115.20,35.70
3-July-2019,11965.00,11985.55,11787.00,11808.85,11871.679197994987468671,1197,365,14210400.00,409,34.17,198.55,-156.15
2-July-2019,11898.00,11998.95,11802.40,11965.55,11921.169452887537993920,1316,384,15688259.00,394,29.94,196.55,67.55
1-July-2019,11949.00,12025.65,11820.00,11852.45,11940.310060472787245739,1819,577,21719424.00,914,50.25,205.65,-96.55
28-June-2019,11849.00,11940.00,11759.00,11920.65,11885.413940256045519203,2109,659,25066338.00,1122,53.20,181.00,71.65
27-June-2019,11857.10,11857.10,11686.10,11809.55,11722.818904422376839066,46423,3976,544208422.00,1333,2.87,171.00,-47.55
26-June-2019,11705.10,11947.95,11675.00,11800.60,11840.619810795770728992,8985,1071,106387969.00,3152,35.08,272.95,95.50
25-June-2019,11665.65,11717.60,11618.15,11705.10,11686.779967159277504105,609,206,7117249.00,138,22.66,99.45,39.45
24-June-2019,11616.15,11751.00,11616.15,11708.60,11694.043037974683544303,790,285,9238294.00,397,50.25,134.85,92.45
21-June-2019,11700.00,11782.15,11534.90,11596.00,11680.615680245964642582,1301,582,15196481.00,600,46.12,247.25,-104.00
20-June-2019,11650.00,11750.00,11500.00,11718.35,11657.496518105849582172,1436,406,16740165.00,713,49.65,250.00,68.35
19-June-2019,11500.00,11644.95,11464.50,11613.85,11593.456140350877192982,1254,386,14538194.00,493,39.31,180.45,113.85
18-June-2019,11525.00,11544.95,11305.00,11454.95,11417.730496453900709219,1833,569,20928700.00,566,30.88,239.95,-70.05
17-June-2019,11555.00,11616.15,11430.05,11472.35,11496.775430109980376945,21913,501,251928840.00,16470,75.16,186.10,-82.65
14-June-2019,11625.00,11722.00,11452.20,11490.05,11585.442166910688140556,1366,436,15825714.00,602,44.07,269.80,-134.95
13-June-2019,11670.00,11671.00,11572.75,11608.95,11613.125637538252295137,5882,608,68308405.00,694,11.80,98.25,-61.05
12-June-2019,11641.00,11760.00,11530.55,11713.75,11655.197635569262400411,3891,854,45350374.00,1003,25.78,229.45,72.75
11-June-2019,11750.00,11820.00,11518.50,11641.30,11654.064265312599174865,6302,1358,73443913.00,3226,51.19,301.50,-108.70
10-June-2019,11512.00,11820.00,11452.50,11747.40,11698.600000000000000000,2775,850,32463615.00,1683,60.65,367.50,235.40
7-June-2019,11614.50,11630.85,11451.70,11508.75,11513.143193871538008249,3394,1275,39075608.00,1819,53.59,179.15,-105.75
6-June-2019,11583.20,11666.00,11551.70,11599.55,11624.970370370370370370,1620,550,18832452.00,607,37.47,114.30,16.35
4-June-2019,11694.00,11694.00,11427.25,11526.00,11496.572197309417040358,3345,962,38456034.00,1375,41.11,266.75,-168.00
3-June-2019,11500.00,11704.00,11487.00,11691.55,11668.267861850777748484,3793,1015,44257740.00,2195,57.87,217.00,191.55
31-May-2019,11320.00,11525.50,11320.00,11486.65,11444.163939303778637310,3361,878,38463835.00,992,29.52,205.50,166.65
30-May-2019,11176.05,11341.45,11176.00,11291.10,11280.176173649671882887,1981,599,22346029.00,743,37.51,165.45,115.05
29-May-2019,11050.00,11265.00,11001.00,11179.55,11165.830478229835831548,2802,793,31286657.00,742,26.48,264.00,129.55
28-May-2019,11036.00,11170.00,10953.05,11147.50,11117.998608405232396326,3593,731,39946969.00,2150,59.84,216.95,111.50
27-May-2019,10701.00,11055.00,10701.00,11007.85,10946.922661298866405339,9439,563,103328003.00,8190,86.77,354.00,306.85
24-May-2019,10948.95,10948.95,10611.25,10692.35,10689.249868490268279852,1901,686,20320264.00,592,31.14,337.70,-256.60
23-May-2019,10821.20,10989.00,10688.00,10764.40,10798.611695669769324160,9884,1183,106733478.00,6949,70.31,301.00,-56.80
22-May-2019,10626.45,10780.00,10611.15,10689.90,10684.660082682590721175,2177,592,23260505.00,868,39.87,168.85,63.45
21-May-2019,10989.95,10989.95,10532.05,10595.70,10730.420545746388443017,2492,841,26740208.00,863,34.63,457.90,-394.25
20-May-2019,10601.00,10888.00,10582.75,10781.20,10713.113906926406926406,3696,896,39595669.00,1297,35.09,305.25,180.20
17-May-2019,10309.95,10522.85,10270.00,10452.60,10414.321315372424722662,2524,765,26285747.00,463,18.34,252.85,142.65
16-May-2019,10333.00,10391.25,10257.00,10284.05,10328.739788199697428139,1322,465,13654594.00,404,30.56,134.25,-48.95
15-May-2019,10386.15,10501.95,10225.10,10281.40,10384.094093274233956446,20756,1417,215532257.00,15879,76.50,276.85,-104.75
14-May-2019,10316.90,10316.90,10126.45,10214.70,10203.269866881807180314,2479,646,25293906.00,741,29.89,190.45,-102.20
13-May-2019,10199.00,10432.05,10199.00,10316.55,10339.459730440499671268,12168,630,125810546.00,10783,88.62,233.05,117.55
10-May-2019,10410.00,10435.60,10152.55,10237.85,10295.867697594501718213,2328,681,23968780.00,434,18.64,283.05,-172.15
9-May-2019,10320.00,10409.70,10222.00,10357.40,10326.023432923257176332,1707,487,17626522.00,679,39.78,187.70,37.40
8-May-2019,10472.00,10560.00,10284.20,10305.55,10343.650767798976268031,21490,413,222285055.00,14464,67.31,275.80,-166.45
7-May-2019,10498.00,10596.75,10400.00,10471.85,10508.110775427995971802,993,300,10434554.00,278,28.00,196.75,-26.15
6-May-2019,10401.00,10486.25,10323.00,10388.80,10406.986775818639798488,1588,595,16526295.00,609,38.35,163.25,-12.20
3-May-2019,10601.00,10636.10,10389.00,10501.90,10475.889070146818923327,1839,588,19265160.00,672,36.54,247.10,-99.10
2-May-2019,10900.00,10900.00,10550.00,10604.05,10745.375386199794026776,11652,524,125205114.00,8613,73.92,350.00,-295.95
30-April-2019,10879.20,10955.00,10850.10,10903.20,10899.679132385938668661,1337,339,14572871.00,581,43.46,104.90,24.00
